Mass,Radius,Pressure,k2,yR,yR_ext,Type
0.022495389839315705,2.899999999999982,1.5,0.7313963581358431,1.9837834151886236,-1.0247002520817226,1
0.0247417942203632,2.9899999999999802,1.6,0.7234877778803417,1.9827007528866856,-1.0152849861082924,1
0.027046006026955324,3.0799999999999783,1.7000000000000002,0.7218237035856948,1.98162126523341,-1.0161341570947737,1
0.029405002227416155,3.1699999999999764,1.8000000000000003,0.7253360051790436,1.9805449420582244,-1.0255573739611283,1
0.03181600307644845,3.2499999999999747,1.9000000000000004,0.7165573691964064,1.9794717732260865,-1.0145272280888769,1
0.03427644064899343,3.3399999999999728,2.0000000000000004,0.7285557713626715,1.9784017486446321,-1.0380117196148204,1
0.036783932981081756,3.4099999999999713,2.1000000000000005,0.7119533748021268,1.97733485825184,-1.0139113596014162,1
0.039336262513018395,3.4899999999999696,2.2000000000000006,0.7148959967345471,1.9762710920216482,-1.0224106505696469,1
0.04193135797151018,3.569999999999968,2.3000000000000007,0.7208013602132334,1.9752104399701191,-1.035804490395789,1
0.04456727904445329,3.6399999999999664,2.400000000000001,0.7144534799335399,1.9741528921452463,-1.0287080358293146,1
0.047242203246503495,3.709999999999965,2.500000000000001,0.7109646610573277,1.973098438634681,-1.026331854064469,1
0.04995441464871351,3.7799999999999634,2.600000000000001,0.7099737356794964,1.972047069557655,-1.0281426135155685,1
0.052702294069299854,3.839999999999962,2.700000000000001,0.697519706318308,1.9709987750748625,-1.0103400878568165,1
0.05548431056691243,3.9099999999999606,2.800000000000001,0.7008913336058675,1.969953545379403,-1.0196064017650832,1
0.058299013953846006,3.9699999999999593,2.9000000000000012,0.6929345299263908,1.9689113706999157,-1.0093135897992853,1
0.061145028202176745,4.039999999999958,3.0000000000000013,0.6997919165311444,1.9678722413013712,-1.024600023152916,1
0.06402104560808684,4.099999999999957,3.1000000000000014,0.695396829948245,1.9668361474844476,-1.0204442941311571,1
0.0669258216004245,4.159999999999956,3.2000000000000015,0.6926682890195497,1.9658030795850772,-1.0191222313342643,1
0.06985817009615275,4.2199999999999545,3.3000000000000016,0.6914420223981808,1.9647730279764022,-1.0203850622442459,1
0.07281695936858623,4.279999999999953,3.4000000000000017,0.6915852429820767,1.963745983059653,-1.0240157127950442,1
0.07580110825247778,4.329999999999952,3.5000000000000018,0.6812135415477886,1.9627219352808,-1.0091857971774711,1
0.0788095828170243,4.389999999999951,3.600000000000002,0.6838716269809721,1.9617008751129321,-1.0172388803381802,1
0.0818413932618133,4.43999999999995,3.700000000000002,0.6762309418607699,1.9606827930693083,-1.0070383061645742,1
0.08489559117356305,4.4999999999999485,3.800000000000002,0.6810001481636713,1.9596676796905768,-1.0188459556872904,1
0.08797126692806449,4.549999999999947,3.900000000000002,0.6756195105680013,1.9586555255635822,-1.0126036206312428,1
0.09106754745400154,4.599999999999946,4.000000000000002,0.6713466271455334,1.9576463212960993,-1.0082573561621635,1
0.09418359403486505,4.649999999999945,4.100000000000002,0.6680835058701007,1.9566400575394314,-1.005671873885045,1
0.09731860040092231,4.709999999999944,4.200000000000003,0.6762794456634781,1.9556367249754354,-1.0236620299786607,1
0.10047179092181055,4.749999999999943,4.3000000000000025,0.6642669031067441,1.9546363143201528,-1.0053102672208691,1
0.10364241894681127,4.799999999999942,4.400000000000002,0.6635831240262668,1.9536388163247858,-1.0073267691059016,1
0.10682976527355657,4.849999999999941,4.500000000000003,0.6636447838604785,1.9526442217757187,-1.0106865430650507,1
0.11003313675731745,4.89999999999994,4.600000000000003,0.6644085998163739,1.9516525214868141,-1.0153091403013657,1
0.11325186495528919,4.949999999999939,4.700000000000003,0.6658378386216199,1.950663706310818,-1.021121541973444,1
0.11648530492658514,4.989999999999938,4.8000000000000025,0.6581036285790992,1.9496777671327732,-1.0102266319893198,1
0.11973283409200287,5.039999999999937,4.900000000000003,0.6607992541887453,1.948694694870468,-1.0183598830351888,1
0.1229938511712621,5.079999999999936,5.0,0.6545077338158471,1.9477144804746336,-1.0099909908896902,1
0.1562269935762722,5.489999999999927,6.0,0.633105157935897,1.938067551864814,-1.000990377790962,1
0.19027421983615841,5.8599999999999195,7.0,0.6201195601201382,1.9286966974771727,-1.0059788020425995,1
0.22477411078494108,6.179999999999913,8.0,0.5996422088586497,1.9195933963029204,-0.9942507928046844,1
0.259455461974787,6.479999999999906,9.0,0.5884473368998415,1.910749432564844,-0.999360451688831,1
0.29411182665362756,6.739999999999901,10.0,0.5695273734744737,1.90215688424628,-0.9866225880591335,1
0.32858471223163105,6.989999999999895,11.0,0.5591937363348195,1.8938081119394736,-0.9904316644126734,1
0.3627519585735588,7.209999999999891,12.0,0.543709430676144,1.8856957480197603,-0.981406731895212,1
0.39651941209534713,7.419999999999886,13.0,0.5328029025301456,1.8778126861582443,-0.9810575973947253,1
0.42981479593288896,7.609999999999882,14.0,0.5200761779101084,1.8701520711965989,-0.975093768134109,1
0.4625830985163855,7.789999999999878,15.0,0.5096136408870664,1.8627072893510326,-0.9730548531309025,1
0.49478304323850214,7.949999999999875,16.0,0.49620384768234344,1.8554719588002542,-0.9624811797487769,1
0.5263843472224785,8.109999999999872,17.0,0.48802416585592323,1.8484399205946662,-0.963504836506246,1
0.5573655673366446,8.249999999999869,18.0,0.4761311493773158,1.8416052299335826,-0.9539552880729263,1
0.5877123911204445,8.389999999999866,19.0,0.46823956977552816,1.83496214775569,-0.9535222788302102,1
0.6174162691247052,8.519999999999863,20.0,0.4599810085042289,1.8285051326930097,-0.951130711390165,1
0.6464733130987225,8.63999999999986,21.0,0.4511681267565785,1.8222288333149874,-0.9462283683887878,1
0.6748834028114534,8.749999999999858,22.0,0.44167149123216,1.8161280807038027,-0.9383707949436446,1
0.7026494583874654,8.859999999999856,23.0,0.4346753664201629,1.8101978813379138,-0.9364920658335687,1
0.7297768451630706,8.959999999999853,24.0,0.4266232536522334,1.8044334102457769,-0.9307165190298119,1
0.7562728849240415,9.059999999999851,25.0,0.4205671015625061,1.7988300044674015,-0.9298540406672562,1
0.7821464535598397,9.14999999999985,26.0,0.4132355341361542,1.793383156775459,-0.9244474800455531,1
0.8074076490595269,9.239999999999847,27.0,0.40754798631615313,1.7880885096560108,-0.9231657192080616,1
0.8320675169809865,9.319999999999846,28.0,0.4004604891124917,1.782941849551928,-0.9168877678602252,1
0.8561378233121585,9.399999999999844,29.0,0.3947618857722523,1.777939101338578,-0.9141353397699281,1
0.8796308663318997,9.469999999999843,30.0,0.3876042765919959,1.773076323037396,-0.9060714269477077,1
0.9025593208399761,9.539999999999841,31.0,0.38164635469065455,1.768349700747339,-0.9010681277645003,1
0.9249361091939261,9.60999999999984,32.0,0.3767450182247493,1.7637555437944614,-0.89884254966852,1
0.9467742947404943,9.669999999999838,33.0,0.370305857507551,1.7592902800811878,-0.8909188893771931,1
0.9680869938904799,9.739999999999837,34.0,0.3672268793876041,1.75495045163259,-0.8936086794688287,1
0.9888873037590048,9.789999999999836,35.0,0.3601542936716427,1.7507327103329955,-0.8822527599741268,1
1.0091882429759547,9.849999999999834,36.0,0.3562502532709507,1.7466338138306439,-0.8811140839380451,1
1.0290027033077025,9.899999999999833,37.0,0.35076236646907605,1.7426506216280087,-0.8739428666723914,1
1.0483434105961749,9.959999999999832,38.0,0.3481855959660504,1.7387800913233253,-0.8765206306003288,1
1.0672228933559085,9.999999999999831,39.0,0.34181092591042755,1.7350192750149773,-0.8650927230181482,1
1.0856534579079453,10.04999999999983,40.0,0.3382180521472739,1.7313653158508688,-0.8631375424121366,1
1.103647168912628,10.09999999999983,41.0,0.335143030982439,1.7278154447254834,-0.8626694006339093,1
1.1212158345667962,10.139999999999828,42.0,0.3304882401894043,1.724366977105986,-0.8559426969498294,1
1.1383709955663577,10.179999999999827,43.0,0.3263337908760769,1.7210173099956438,-0.8506021310805092,1
1.155123917325855,10.219999999999827,44.0,0.3226348501037853,1.7177639190186733,-0.8465506475654205,1
1.1714855849465344,10.259999999999826,45.0,0.3193524286445343,1.7146043556202843,-0.8437006554425834,1
1.1874667003145567,10.289999999999825,46.0,0.314550656267832,1.7115362443898108,-0.8345427432726074,1
1.2030776812417108,10.329999999999824,47.0,0.31202807862853305,1.7085572804798468,-0.8339047898703567,1
