Mass,Radius,Pressure,k2,yR,yR_ext,Type
0.010555660603040612,1.9900000000000015,1.5,0.7523641350276828,1.9912267391049916,-1.04119738387261,1
0.011639785650240054,2.06,1.6,0.7626348264887305,1.9906279507823152,-1.059884555400932,1
0.012754921588507174,2.1199999999999988,1.7000000000000002,0.7510625814303815,1.9900301354848797,-1.04418186107964,1
0.013899709277564965,2.1799999999999975,1.8000000000000003,0.7456288782120316,1.989433291820204,-1.0380370371350112,1
0.015072900120219631,2.239999999999996,1.9000000000000004,0.7452319173761784,1.9888374183912996,-1.0399121490063084,1
0.016273341329099095,2.299999999999995,2.0000000000000004,0.749101817246954,1.9882425138051485,-1.0486044411109485,1
0.017499963862212278,2.349999999999994,2.1000000000000005,0.7326471766999897,1.9876485766723313,-1.0245428382095105,1
0.018751772439654802,2.4099999999999926,2.2000000000000006,0.7436746168896972,1.9870556055991235,-1.0449146408716197,1
0.020027837153313705,2.4599999999999915,2.3000000000000007,0.7345907147486772,1.9864635991963033,-1.0327052453434815,1
0.021327286398490634,2.5099999999999905,2.400000000000001,0.7288266042494147,1.9858725560774932,-1.0257580001164188,1
0.0226493008659172,2.5599999999999894,2.500000000000001,0.7259109859582477,1.9852824748532545,-1.0234337396981499,1
0.023993108368816893,2.6099999999999883,2.600000000000001,0.7254809154692795,1.9846933541344518,-1.0252002067695847,1
0.025357979369614304,2.6599999999999873,2.700000000000001,0.7272624936617466,1.9841051925376438,-1.030610746881621,1
0.026743223111535423,2.709999999999986,2.800000000000001,0.731046010944774,1.9835179886812084,-1.0392878786043487,1
0.028148184245121364,2.7499999999999853,2.9000000000000012,0.7167410721003146,1.982931741179551,-1.0180532809513514,1
0.029572239830208718,2.7999999999999843,3.0000000000000013,0.7241135301746023,1.9823464486519866,-1.0327833009787522,1
0.03101479671701953,2.8399999999999834,3.1000000000000014,0.7138524384566091,1.9817621097190787,-1.018106354895573,1
0.0324752892243968,2.8899999999999824,3.2000000000000015,0.7241791144396749,1.9811787229994078,-1.037776225364107,1
0.03395317704827241,2.9299999999999815,3.3000000000000016,0.7171491303220839,1.9805962871157783,-1.028517249762958,1
0.03544794342099085,2.9699999999999807,3.4000000000000017,0.7117485183735938,1.9800148006894946,-1.0218728592721573,1
0.036959093430253734,3.00999999999998,3.5000000000000018,0.7078024272670926,1.9794342623463825,-1.0176179458364885,1
0.03848615253551468,3.049999999999979,3.600000000000002,0.7051674985787991,1.9788546707106491,-1.0155545585694548,1
