Mass,Radius,Pressure,yR_value,Type
2.2152566240648763,10.249999999999826,1107.0,2.265950162612597,1
2.3843330211758422,11.289999999999804,402.0,1.9194242731676288,1
2.2843937031446058,10.53999999999982,843.0,2.1797586814168284,1
0.0168515198194745,2.5099999999999905,1.5,1.9919395470696248,1
0.1809935529785894,5.509999999999927,8.0,1.958163901365627,1
0.363770549800971,6.919999999999897,14.0,1.929994570226838,1
0.5147955017830247,7.739999999999879,19.0,1.9085973325809549,1
0.7130931983777169,8.589999999999861,26.0,1.8816034946168936,1
0.8677081412439482,9.13999999999985,32.0,1.8610221496518728,1
1.0514153985921053,9.699999999999838,40.0,1.83693531629948,1
1.211396526940792,10.119999999999829,48.0,1.8163259345454288,1
1.3823705460829416,10.50999999999982,58.0,1.794907272702578,1
1.5522277818343342,10.859999999999811,70.0,1.7747454873905248,1
1.721886958279893,11.159999999999808,85.0,1.7566829321750566,1
1.8933881509532808,11.4099999999998,105.0,1.7424723891257583,1
2.0663356473873584,11.599999999999795,134.0,1.736652835587445,1
2.237080088790089,10.309999999999825,1106.0,2.2727473663644697,1
2.407817757674078,11.359999999999802,401.0,1.9235922633756373,1
2.3080301004046966,10.619999999999818,838.0,2.1845601822795806,1
0.0170702372528113,2.52999999999999,1.5,1.991982337144248,1
0.183227101569937,5.539999999999926,8.0,1.9583862160208407,1
0.3681382360218968,6.959999999999896,14.0,1.9303608876127587,1
0.5208586537785108,7.789999999999878,19.0,1.9090710063443408,1
0.6938233048429704,8.539999999999862,25.0,1.885847744553248,1
0.8775267712630211,9.189999999999849,32.0,1.8617355589884053,1
1.0412590901320529,9.689999999999838,39.0,1.840573914694851,1
1.224622800051263,10.179999999999827,48.0,1.817284440669484,1
1.397206567910686,10.57999999999982,58.0,1.796002993545703,1
1.5686086488045146,10.919999999999812,70.0,1.775996906340271,1
1.739757177828843,11.219999999999803,85.0,1.7581216034572154,1
1.9127084618794945,11.4799999999998,105.0,1.7441557031499355,1
2.087057716864339,11.669999999999796,134.0,1.7386891714539034,1
2.258391816716734,10.379999999999823,1106.0,2.279691577516124,1
2.430885529938726,11.4299999999998,401.0,1.928424008099892,1
2.331109965484398,10.689999999999817,834.0,2.189603450031987,1
0.0172820618560477,2.53999999999999,1.5,1.99202469466202,1
0.1853901956256518,5.569999999999926,8.0,1.958606018020362,1
0.3723687077283247,6.999999999999895,14.0,1.9307229946954896,1
0.5267322234481535,7.839999999999877,19.0,1.9095391216313515,1
0.70149569211284,8.589999999999861,25.0,1.8864309552437477,1
0.887043226715925,9.249999999999847,32.0,1.8624398338952333,1
1.052365085205181,9.749999999999837,39.0,1.8413883438664969,1
1.237451565179699,10.239999999999826,48.0,1.8182287660412897,1
1.411603801950494,10.639999999999818,58.0,1.7970809017203506,1
1.5845145741106466,10.98999999999981,70.0,1.777225684304481,1
1.757122183008111,11.289999999999804,85.0,1.75953099004581,1
1.9315005806813064,11.539999999999798,105.0,1.7458001359271895,1
2.107239458170317,11.739999999999794,134.0,1.740672046634301,1
2.2794175474598366,10.439999999999822,1106.0,2.286519217474805,1
2.4535182607807826,11.4999999999998,401.0,1.9331159670461528,1
2.3536047306334043,10.759999999999817,831.0,2.194899306787578,1
0.0174869736602868,2.5599999999999894,1.5,1.9920665118850376,1
0.1874826737881028,5.609999999999925,8.0,1.9588227852925808,1
0.3764616513707349,7.039999999999894,14.0,1.9310800489136968,1
0.5324157509751088,7.879999999999876,19.0,1.910000610650914,1
0.7089214989787241,8.63999999999986,25.0,1.88700569881867,1
0.8962565477499878,9.299999999999846,32.0,1.863133475691404,1
1.0631207403649954,9.799999999999836,39.0,1.8421898886379329,1
1.249881015547505,10.289999999999823,48.0,1.819157124384145,1
1.4255598210071907,10.699999999999816,58.0,1.7981391306122594,1
1.599942336311484,11.049999999999809,70.0,1.7784299296735384,1
1.7739777333228413,11.349999999999802,85.0,1.7609092446428654,1
1.9497589359703316,11.609999999999795,105.0,1.747403975166968,1
2.12687353207188,11.799999999999793,134.0,1.742600002484904,1
2.3001151379578846,11.90999999999979,182.0,1.7589303914136494,1
2.475701267066132,11.569999999999798,401.0,1.9376674634336888,1
2.3757776972458435,10.819999999999814,828.0,2.2000381713504003,1
0.0176849836729282,2.569999999999989,1.5,1.992107693607772,1
0.1895046831627113,5.639999999999924,8.0,1.959036057462734,1
0.3804173469114924,7.0799999999998935,14.0,1.9314313069574476,1
0.5379095908067926,7.919999999999876,19.0,1.9104545314753216,1
0.7161011078069099,8.67999999999986,25.0,1.8875708359929677,1
0.905167059697658,9.349999999999843,32.0,1.863815165705204,1
1.0735262343849858,9.849999999999834,39.0,1.8429770989490328,1
1.2619110314385218,10.349999999999824,48.0,1.8200679563181124,1
1.4390740630585694,10.749999999999815,58.0,1.799176063222124,1
1.6148907398997232,11.099999999999808,70.0,1.7796080238052907,1
1.790321755408928,11.4099999999998,85.0,1.762254818580176,1
1.9674802405684584,11.669999999999796,105.0,1.7489658383105708,1
2.1409601763321007,11.859999999999792,133.0,1.7443975960984024,1
2.3202940057561654,10.55999999999982,1107.0,2.300085238790712,1
2.497421894452483,11.629999999999797,401.0,1.9420783755565745,1
2.3976128981193447,10.889999999999812,825.0,2.2050185423404263,1
0.0178761310091595,2.579999999999989,1.5,1.9921481567340256,1
0.1914566507776573,5.669999999999924,8.0,1.9592454337737504,1
0.3842366135348231,7.119999999999893,14.0,1.931776121510696,1
0.5432148381620663,7.959999999999875,19.0,1.91090006394817,1
0.7230358579865279,8.729999999999858,25.0,1.8881253756918976,1
0.9137762617764472,9.399999999999844,32.0,1.864483759284659,1
1.0835831025489973,9.899999999999832,39.0,1.8437487202996332,1
1.273543042277218,10.399999999999824,48.0,1.8209599209919287,1
1.4521476846949155,10.809999999999814,58.0,1.8001903221224411,1
1.6293604635226775,11.159999999999808,70.0,1.7807586087665324,1
1.8061541902319496,11.4699999999998,85.0,1.7635664465452483,1
1.984663342839531,11.729999999999794,105.0,1.7504846530174396,1
2.1594487655898758,11.91999999999979,133.0,1.7462025847793057,1
2.340113537770899,10.619999999999818,1108.0,2.3068232219763942,1
2.5186694643004253,11.689999999999795,401.0,1.9463490922959867,1
2.418802276022502,10.949999999999813,823.0,2.2102674133434457,1
0.0180604800068877,2.5999999999999885,1.5,1.9921878297444888,1
0.193339254959095,5.689999999999923,8.0,1.9594505704609664,1
0.38792075515198,7.149999999999892,14.0,1.9321139371058147,1
0.5483332550781597,7.999999999999874,19.0,1.911336504472648,1
0.7297279520198277,8.769999999999857,25.0,1.8886684687091584,1
0.9220867143890342,9.439999999999843,32.0,1.865138278256193,1
1.0932941094975708,9.949999999999832,39.0,1.844503685055869,1
1.2847798861212312,10.449999999999822,48.0,1.821831885900046,1
1.4647834109110858,10.859999999999811,58.0,1.801180757552364,1
1.6433539034890647,11.209999999999804,70.0,1.781880573230023,1
1.8214768341820784,11.5199999999998,85.0,1.764843129550073,1
2.0013090704045373,11.779999999999792,105.0,1.7519596360691705,1
2.1773816471804057,11.979999999999787,133.0,1.7479508669844113,1
2.359331848400352,10.679999999999817,1110.0,2.313707634040751,1
2.5394352085958136,11.749999999999794,401.0,1.9504804682231884,1
2.4396226841183832,11.00999999999981,821.0,2.215364053821502,1
0.0182381173822148,2.6099999999999883,1.5,1.9922266520777736,1
0.1951533970468305,5.7199999999999225,8.0,1.9596511777101555,1
0.3914715065488798,7.189999999999891,14.0,1.932444285292368,1
0.5532671972440452,8.039999999999873,19.0,1.911763259925792,1
0.736180362376475,8.809999999999857,25.0,1.8891994003110228,1
0.9301019270906056,9.479999999999842,32.0,1.8657779021675016,1
1.10266312244167,9.999999999999831,39.0,1.845241102434016,1
1.295625668886191,10.49999999999982,48.0,1.822682915305831,1
1.4769853838919622,10.909999999999812,58.0,1.802146434102784,1
1.6568750152596512,11.269999999999804,70.0,1.7829730370083918,1
1.8362931770348017,11.569999999999798,85.0,1.7660841166650054,1
2.01742006924139,11.839999999999792,105.0,1.753390271255348,1
2.1947601258550624,12.039999999999788,133.0,1.7496422997614074,1
2.3781927384973893,10.729999999999816,1112.0,2.3204743794657445,1
2.559712194707768,11.809999999999793,401.0,1.954473778940473,1
2.459765921566089,11.069999999999808,820.0,2.220743203122984,1
0.0184091494643476,2.619999999999988,1.5,1.9922645734488196,1
0.1969001739709608,5.749999999999922,8.0,1.9598470162976385,1
0.3948909809060108,7.21999999999989,14.0,1.9327667793028505,1
0.5580195425637232,8.079999999999872,19.0,1.9121798409338169,1
0.7423967404120223,8.849999999999856,25.0,1.889717582063122,1
0.9378262487145946,9.52999999999984,32.0,1.8664019586386589,1
1.111694986441526,10.03999999999983,39.0,1.8459602475192216,1
1.3060856252992896,10.53999999999982,48.0,1.8235122576579956,1
1.4887590130466577,10.95999999999981,58.0,1.8030866164060533,1
1.6699291554929123,11.319999999999805,70.0,1.784035334669349,1
1.8506082392978296,11.629999999999797,85.0,1.7672888859799385,1
2.033000640746449,11.889999999999793,105.0,1.7547762867283003,1
2.2115872728234165,12.089999999999788,133.0,1.7512770034993888,1
2.396500952056261,12.209999999999784,182.0,1.770067556583948,1
2.579496051348061,11.869999999999791,402.0,1.9591994584183412,1
2.4795169278357663,11.129999999999807,819.0,2.225977168153107,1
0.0582107797847801,4.669999999999945,1.5,1.9839459453616684,1
0.279751492242661,7.839999999999877,4.700000000000003,1.95159736552079,1
0.5364025286917885,9.699999999999838,8.0,1.921526903427628,1
0.7635211533407747,10.859999999999811,11.0,1.8968903608120056,1
0.9756429456053296,11.739999999999794,14.0,1.8746409106883744,1
1.1702379452027938,12.42999999999978,17.0,1.854604692682533,1
1.4024693017856094,13.139999999999764,21.0,1.8310462046301057,1
1.60589875493026,13.679999999999753,25.0,1.810758344027164,1
1.864341315361526,14.28999999999974,31.0,1.7857276083542837,1
2.0764566378166656,14.71999999999973,37.0,1.7662908032660178,1
2.3030087414032057,15.119999999999722,45.0,1.7476015648036172,1
2.5186154388520703,15.429999999999715,55.0,1.7335325185352206,1
2.749167877732904,13.119999999999765,1034.0,2.3713262019382704,1
2.973740945051203,13.909999999999748,571.0,2.239621065879128,1
3.197688260878505,15.339999999999716,209.0,1.902796994932233,1
3.098053538813645,14.479999999999736,391.0,2.1178786500211606,1
0.018573699542724,2.629999999999988,1.5,1.9923015531256545,1
0.1985808518153614,5.769999999999921,8.0,1.9600378940384844,1
0.3981816193520905,7.24999999999989,14.0,1.9330811083784845,1
0.5625936223746056,8.109999999999872,19.0,1.91258585470943,1
0.7483813284209211,8.889999999999855,25.0,1.890222543130168,1
0.9452647609906286,9.56999999999984,32.0,1.8670099131099251,1
1.1203954033263657,10.07999999999983,39.0,1.8466605496369743,1
1.3161659834527537,10.58999999999982,48.0,1.8243193323477005,1
1.5001108283457771,10.99999999999981,58.0,1.8040007542037344,1
1.6825229266202442,11.359999999999802,70.0,1.78506699861951,1
1.8644284112356029,11.679999999999795,85.0,1.7684571252053385,1
2.048056579169649,11.93999999999979,105.0,1.7561176322623564,1
2.227867767245445,12.139999999999786,133.0,1.7528553346129572,1
2.414550948592774,10.839999999999812,1117.0,2.3339211101219237,1
2.5987833474609388,11.91999999999979,402.0,1.9629286512590192,1
2.49886838503178,11.179999999999806,818.0,2.2310666320523005,1
0.0187319053530346,2.6499999999999875,1.5,1.992337559182661,1
0.200196840781532,5.799999999999921,8.0,1.9602236621131124,1
0.401346142928051,7.279999999999889,14.0,1.9333870319049649,1
0.5669931558950149,8.139999999999871,19.0,1.9129809976405836,1
0.7541388757024999,8.919999999999854,25.0,1.890713921268681,1
0.9524231767649748,9.60999999999984,32.0,1.867601358240362,1
1.1287708155431413,10.129999999999828,39.0,1.847341580358968,1
1.3258738344206682,10.629999999999818,48.0,1.8251037161141797,1
1.511048338398026,11.049999999999809,58.0,1.80488846711694,1
1.6946640259171135,11.4099999999998,70.0,1.7860677420052409,1
1.8777612956129408,11.719999999999796,85.0,1.7695887122748823,1
2.0625950116359237,11.989999999999789,105.0,1.7574144568008574,1
2.2488209623276565,12.199999999999784,134.0,1.754506851772747,1
2.4320339879978388,10.879999999999812,1120.0,2.340602330299645,1
2.6175729382752544,11.96999999999979,403.0,1.9674066441003344,1
2.5178143558918538,11.239999999999805,817.0,2.23601251181578,1
0.0188839167121474,2.6599999999999877,1.5,1.9923725677484725,1
0.2017496716244023,5.81999999999992,8.0,1.960404211363337,1
0.4043875073959205,7.309999999999889,14.0,1.933684373479604,1
0.5712221884265437,8.17999999999987,19.0,1.913365047786992,1
0.7596745592568452,8.959999999999853,25.0,1.891191453706189,1
0.9593077435980925,9.63999999999984,32.0,1.868176003180926,1
1.136828295831828,10.159999999999828,39.0,1.8480030413898287,1
1.3352170079204857,10.669999999999815,48.0,1.8258651293654231,1
1.5215798947913035,11.089999999999808,58.0,1.805749529402916,1
1.7063611004136987,11.4499999999998,70.0,1.7870374417179449,1
1.890615555640087,11.769999999999794,85.0,1.7706836962393964,1
2.076624242260054,12.039999999999788,105.0,1.7586670865681615,1
2.264062485370722,12.249999999999783,134.0,1.7559819749002032,1
2.448872152649705,10.929999999999811,1124.0,2.347431834137262,1
2.6358643142421223,12.019999999999788,404.0,1.971766738762948,1
2.5360472930516105,11.289999999999804,817.0,2.241262890319501,1
0.0190298933170868,2.669999999999987,1.5,1.9924065622610103,1
0.2032409737577385,5.83999999999992,8.0,1.960579468614732,1
0.4073088611978859,7.339999999999888,14.0,1.9339730150100665,1
0.5752850337164556,8.20999999999987,19.0,1.9137378574149069,1
0.76499390963824,8.989999999999853,25.0,1.8916549680660133,1
0.9659251533864128,9.679999999999838,32.0,1.8687336629080955,1
1.1445754435198532,10.199999999999829,39.0,1.8486447525401004,1
1.3442039551034513,10.709999999999816,48.0,1.8266034226369825,1
1.5317145635845495,11.129999999999807,58.0,1.806583854932268,1
1.7176236088659582,11.4999999999998,70.0,1.7879761217487704,1
1.903000769504804,11.809999999999793,85.0,1.771742278702468,1
2.0901536020458438,12.079999999999789,105.0,1.7598760040165171,1
2.278778880810505,12.299999999999782,134.0,1.7574025751337934,1
2.4655832306429004,10.97999999999981,1127.0,2.3538841918629387,1
2.6536591174853053,12.079999999999789,404.0,1.9751194889603136,1
2.553864778758875,11.339999999999804,817.0,2.246378086479744,1
0.0069383848584004,1.6200000000000012,1.5,1.9917071646325235,1
0.1202555940667334,4.139999999999956,11.0,1.9411452084589205,1
0.2218243171684064,5.049999999999937,18.0,1.908296074955973,1
0.3362704651114166,5.769999999999921,26.0,1.874785143330371,1
0.4432985532753296,6.28999999999991,34.0,1.845096550589952,1
0.5526880263510945,6.739999999999901,43.0,1.815725183357964,1
0.6605159256840212,7.099999999999893,53.0,1.787468438834393,1
0.7638558337226186,7.4099999999998865,64.0,1.760990258122891,1
0.875444739078172,7.68999999999988,78.0,1.733207419615724,1
0.9805228953054196,7.919999999999876,94.0,1.708182771884635,1
1.090184130958348,8.129999999999871,115.0,1.684029578050068,1
1.199889617696607,8.289999999999868,143.0,1.6634759053424952,1
1.308083182718149,8.399999999999865,183.0,1.6502299965518816,1
1.4158254424408951,8.439999999999864,251.0,1.653669013553721,1
1.523969611697304,8.119999999999871,564.0,1.7828148947416746,1
1.4244621807983469,7.339999999999888,1499.0,2.0690370406737526,1
0.0071187123318574,1.6400000000000012,1.5,1.991679210623991,1
0.1231023667421113,4.189999999999955,11.0,1.9409920758679229,1
0.226852603272663,5.109999999999936,18.0,1.9080807435809224,1
0.3293334183653704,5.759999999999922,25.0,1.878501209831919,1
0.4394332999331963,6.30999999999991,33.0,1.848341397197572,1
0.5520241323071559,6.7599999999999,42.0,1.818529983887208,1
0.6629473219629527,7.149999999999892,52.0,1.7898802682586024,1
0.7780323283463308,7.479999999999885,64.0,1.7608501409185566,1
0.8836044660066202,7.749999999999879,77.0,1.7349813617891694,1
0.9911828322013332,7.989999999999874,93.0,1.709740730760057,1
1.103188453149262,8.19999999999987,114.0,1.6854617969705128,1
1.2115129148065362,8.359999999999866,141.0,1.6654745611379338,1
1.3224957341533463,8.479999999999864,181.0,1.6520866261654117,1
1.4312119300540485,8.519999999999863,248.0,1.655632068302126,1
1.540741362435814,8.18999999999987,557.0,1.7851657392664897,1
1.4408264251717489,7.4099999999998865,1474.0,2.0708059111114334,1
0.0073066526711656,1.6600000000000013,1.5,1.9916526322229655,1
0.1113462406879489,4.079999999999957,10.0,1.945854083154292,1
0.2320790737454736,5.169999999999934,18.0,1.9078803259648744,1
0.3366354353090739,5.82999999999992,25.0,1.8782667182608317,1
0.4488002837555795,6.379999999999908,33.0,1.8480934414899628,1
0.5633329110443305,6.839999999999899,42.0,1.818295687603132,1
0.6760027672846903,7.21999999999989,52.0,1.7896919400708755,1
0.783701348915552,7.539999999999884,63.0,1.7629614571314791,1
0.8920465355108438,7.809999999999878,76.0,1.7368113073706624,1
1.0022331961323727,8.059999999999873,92.0,1.711353359937268,1
1.1166785831415758,8.269999999999868,113.0,1.686950609913101,1
1.22704393312598,8.429999999999865,140.0,1.6669890406323984,1
1.3374431704289105,8.549999999999862,179.0,1.6540110495139504,1
1.447169286602065,8.589999999999861,245.0,1.6576685106637956,1
1.558142938607621,8.259999999999868,550.0,1.7876155264367928,1
1.4581769352531022,7.479999999999885,1446.0,2.072082067033349,1
0.0075021242969823,1.6800000000000013,1.5,1.9916276509028004,1
0.1140802257752543,4.129999999999956,10.0,1.945730878655041,1
0.2375004077189423,5.239999999999933,18.0,1.90769683479213,1
0.3442043602229246,5.899999999999919,25.0,1.8780544089399196,1
0.4585032434915433,6.449999999999907,33.0,1.84787313826199,1
0.5627367996307077,6.869999999999898,41.0,1.8212020753001463,1
0.6787435637588947,7.269999999999889,51.0,1.7922016240707226,1
0.7895003505347857,7.589999999999883,62.0,1.7651353635630078,1
0.9007426431419512,7.879999999999876,75.0,1.738700146342199,1
1.0136492811118545,8.119999999999871,91.0,1.7130231889069707,1
1.125728741953719,8.329999999999867,111.0,1.6894650683068129,1
1.2395521970979126,8.499999999999863,138.0,1.6691164272568553,1
1.352904113584859,8.61999999999986,177.0,1.6560026648529598,1
1.4636788056518863,8.66999999999986,242.0,1.6597751113658774,1
1.576166494964715,8.339999999999867,544.0,1.790627646163455,1
1.4761770227789723,7.559999999999883,1418.0,2.0734156597070426,1
0.0077050102591708,1.7000000000000013,1.5,1.99160448221286,1
0.1169131703294752,4.179999999999955,10.0,1.945619042640976,1
0.2272286631605345,5.189999999999934,17.0,1.9120390085630392,1
0.3520340125859998,5.969999999999917,25.0,1.8778667031543583,1
0.4545246060677087,6.459999999999907,32.0,1.8512542364134792,1
0.574622946145716,6.949999999999896,41.0,1.821033436311965,1
0.6925258907768258,7.349999999999888,51.0,1.792088091175417,1
0.8049244014892333,7.679999999999881,62.0,1.7651135077907214,1
0.9176429532763248,7.959999999999875,75.0,1.738820471782558,1
1.0254039817617255,8.19999999999987,90.0,1.7147524994974244,1
1.1400195757931315,8.409999999999865,110.0,1.6910750318465593,1
1.2560796708720137,8.579999999999862,137.0,1.6707562469335688,1
1.3688546399640555,8.699999999999859,175.0,1.6580605474320234,1
1.4814179114593995,7.569999999999883,1498.0,2.0958483905936007,1
1.594802152135261,8.409999999999865,537.0,1.7932532608972558,1
1.4948291016805906,7.629999999999882,1390.0,2.0747923050377004,1
0.0079151558898502,1.7200000000000013,1.5,1.991583333316276,1
0.1198426216461174,4.229999999999954,10.0,1.9455197481994009,1
0.2326787193610406,5.2499999999999325,17.0,1.911899182866985,1
0.3445805761931478,5.949999999999918,24.0,1.881750486379935,1
0.4646102835746797,6.539999999999905,32.0,1.8510957509166843,1
0.5868795481576539,7.029999999999895,41.0,1.8209035449778852,1
0.6954699733184948,7.399999999999887,50.0,1.7947061304826974,1
0.8111480902664933,7.72999999999988,61.0,1.767394298671027,1
0.926964638586076,8.029999999999873,74.0,1.7408167840788846,1
1.0374677253955782,8.269999999999868,89.0,1.71654329144618,1
1.1547203624385274,8.479999999999864,109.0,1.6927465477813066,1
1.2693639199300153,8.65999999999986,135.0,1.6730149581621478,1
1.3852681701177334,8.779999999999857,173.0,1.6601834285207429,1
1.4993287056289637,7.6399999999998816,1478.0,2.099257407942407,1
1.6140380791603497,8.489999999999863,530.0,1.795946886748049,1
1.514134420443472,7.70999999999988,1362.0,2.0761965712422263,1
0.0592809699736351,4.709999999999944,1.5,1.9840469806182537,1
0.2846913757125103,7.909999999999876,4.700000000000003,1.9518993359319283,1
0.5455917548560986,9.779999999999836,8.0,1.9220099212119264,1
0.7762992497773521,10.95999999999981,11.0,1.897520406337008,1
0.9916409280530646,11.849999999999792,14.0,1.8754052491074973,1
1.1890834060227582,12.539999999999775,17.0,1.85549360559822,1
1.4245839267588425,13.249999999999762,21.0,1.8320901167257904,1
1.6307634090364909,13.79999999999975,25.0,1.8119483731900663,1
1.892546162578935,14.409999999999735,31.0,1.7871265662653515,1
2.1072713702377213,14.839999999999728,37.0,1.7678921281565916,1
2.3364723644730185,15.23999999999972,45.0,1.7494689615555925,1
2.5544529575083,15.559999999999713,55.0,1.7357321061372195,1
2.7844827243161747,13.229999999999762,1032.0,2.379130116454293,1
3.0113850543171137,14.029999999999744,570.0,2.247966865705449,1
3.2386906203547428,15.459999999999717,209.0,1.909297160955976,1
3.139030375327918,14.609999999999731,388.0,2.1236821782069266,1
0.0081323668360628,1.750000000000001,1.5,1.9915644004666535,1
0.1228656083527074,4.289999999999953,10.0,1.9454341004292848,1
0.238297988875944,5.319999999999931,17.0,1.9117808035417017,1
0.3525897830633593,6.029999999999916,24.0,1.8816190560372856,1
0.4749954097874387,6.619999999999903,32.0,1.8509721234718477,1
0.5863685371073686,7.059999999999894,40.0,1.823957525009194,1
0.7099011671345854,7.479999999999885,50.0,1.7946775841951912,1
0.8174021409156373,7.789999999999878,60.0,1.7697451394995167,1
0.9364497875512604,8.089999999999872,73.0,1.7428789145043444,1
1.0565824673110498,8.349999999999866,89.0,1.7169817950519035,1
1.1698021028995418,8.559999999999862,108.0,1.6944806586656924,1
1.2867823182432072,8.739999999999858,134.0,1.6747814930544795,1
1.4021153775536226,8.859999999999856,171.0,1.6623696797815597,1
1.5176916830599163,7.71999999999988,1459.0,2.102951010793125,1
1.6338606542659595,8.569999999999862,524.0,1.7991941858853298,1
1.533958499820882,7.789999999999878,1335.0,2.0778278782355524,1
0.0083564075409026,1.7700000000000014,1.5,1.9915478664845156,1
0.1259786243107407,4.339999999999952,10.0,1.945363122087984,1
0.2440797801968774,5.37999999999993,17.0,1.9116854124606664,1
0.3608251448750263,6.099999999999914,24.0,1.881517723769584,1
0.4856672641167787,6.699999999999902,32.0,1.8508855917909155,1
0.5990917228333669,7.139999999999892,40.0,1.823907067993909,1
0.7129273076880807,7.529999999999884,49.0,1.7974123082552922,1
0.833878643775107,7.879999999999876,60.0,1.7698637422400438,1
0.9460605201908212,8.15999999999987,72.0,1.7450086288124014,1
1.0693349545358557,8.429999999999865,88.0,1.7188902608558627,1
1.18523326503558,8.63999999999986,107.0,1.6962780259786232,1
1.3007116142146191,8.809999999999857,132.0,1.6771716574185245,1
1.4193641196634723,8.939999999999854,169.0,1.6646173037183696,1
1.5367541901694697,7.789999999999878,1439.0,2.1065404040660525,1
1.6542540196698732,8.65999999999986,517.0,1.8019969364244803,1
1.5542878370320967,7.879999999999876,1309.0,2.079684774847703,1
0.008587000249827,1.8000000000000014,1.5,1.9915338982908533,1
0.1291776194683993,4.399999999999951,10.0,1.9453077396265388,1
0.2500164388018788,5.449999999999928,17.0,1.9116144008696163,1
0.3692756493033872,6.169999999999913,24.0,1.8814482218862765,1
0.4813220791621141,6.709999999999901,31.0,1.854454410844812,1
0.5983543436211616,7.179999999999891,39.0,1.8270827071200333,1
0.7279146218683222,7.609999999999882,49.0,1.797476602243788,1
0.8403682328018575,7.939999999999875,59.0,1.7723331801107445,1
0.9645165096976058,8.249999999999869,72.0,1.7453358815056366,1
1.0822993713767566,8.499999999999863,87.0,1.7208640446919063,1
