Mass,Radius,K2,Type
1.9087576048450368,10.03999999999983,0.0725424653037445,1
1.2213796817952116,10.47999999999982,0.3108102941698031,1
1.983854435535913,10.849999999999811,0.1090473067493743,1
1.739900097848257,9.229999999999848,0.0539114707685363,1
1.9335617049640663,10.199999999999829,0.0777206582511392,1
1.8346966401350264,9.63999999999984,0.061971282792582,1
1.879423309173105,9.869999999999834,0.0676794416682996,1
1.712646109066398,9.11999999999985,0.0521255355242298,1
1.74140784756181,9.229999999999848,0.053868071201684,1
1.7705197774505572,9.359999999999843,0.0562344032880878,1
1.7946239918397393,9.459999999999845,0.058139351302075,1
1.8462217823187832,9.699999999999838,0.06338519449518,1
1.7547798502860483,9.289999999999846,0.0549398946223568,1
1.7096260864048272,9.10999999999985,0.0519862314804515,1
1.8178328357486933,9.55999999999984,0.0601935286318063,1
2.074782471313413,10.719999999999816,0.0677542370410569,1
1.4248521446292717,11.4499999999998,0.2910971216532196,1
2.1835624602606365,11.619999999999797,0.1009711225822651,1
1.88181222114772,9.869999999999834,0.0515554364236688,1
2.105352103982097,10.889999999999812,0.0723013947858016,1
1.987944670062983,10.299999999999825,0.0585443046928426,1
2.039788968530217,10.53999999999982,0.0634823572674028,1
1.851994881193567,9.759999999999836,0.0501228150658495,1
1.88346984266232,9.879999999999834,0.0517228333113091,1
1.915650957832939,9.999999999999831,0.0534324511159359,1
1.942566876104618,10.109999999999827,0.0551920209033514,1
2.0011660672966687,10.359999999999824,0.0597095590456946,1
1.8982095049951584,9.939999999999833,0.0526000502256756,1
1.8487073825867848,9.749999999999837,0.0500165613561493,1
1.9687433321017127,10.219999999999828,0.0570889556237229,1
2.904260148340419,13.669999999999751,0.0544017484885381,1
2.2929641839591723,15.019999999999724,0.2364824809385416,1
3.1294782250767463,14.809999999999729,0.0780787830912114,1
2.6262450476795896,12.729999999999771,0.0452448582918641,1
2.955469027157614,13.869999999999749,0.0573224813459934,1
2.77162545792773,13.189999999999763,0.0487903794576042,1
2.848936492342447,13.459999999999756,0.0516955191091742,1
2.588093233681399,12.629999999999775,0.044859319401949,1
2.628399409600851,12.739999999999773,0.045339620515351,1
2.670929352935994,12.86999999999977,0.0461738854443349,1
2.707554603808324,12.979999999999768,0.0469455178499315,1
2.790889889072765,13.249999999999762,0.049344771123606,1
2.6477118604406686,12.799999999999772,0.0457210964552863,1
2.5839564109045194,12.609999999999776,0.0446750446971058,1
2.744141483803599,13.099999999999763,0.0479672648639147,1
2.345243675540437,10.869999999999813,0.0708683793207369,1
1.1602272197318295,9.959999999999832,0.3374005719499923,1
2.3552013282973587,11.5299999999998,0.1116116912127648,1
2.167367267035281,10.05999999999983,0.0510531136148642,1
2.3656607230536992,11.00999999999981,0.0762632216045626,1
2.2719928665120084,10.47999999999982,0.0594742992228571,1
2.317776317135691,10.709999999999816,0.0656751077302745,1
2.136350998347944,9.949999999999832,0.0493543678894632,1
2.1690756354124607,10.06999999999983,0.0512468855856193,1
2.201855700328672,10.189999999999827,0.0533243939221348,1
2.2286190018028043,10.299999999999825,0.0554925072503016,1
2.28411609455771,10.53999999999982,0.0609775052289394,1
2.184184388034609,10.129999999999828,0.0522957177364004,1
2.1329007846238377,9.939999999999833,0.0492270059149132,1
2.2539446110621637,10.399999999999824,0.0576078872160838,1
2.3681295595202747,10.939999999999811,0.0704262716799722,1
1.1734731802982696,10.01999999999983,0.3356586018649855,1
2.3786665592350578,11.599999999999795,0.1108458607123754,1
2.1885303688536384,10.129999999999828,0.0508292438611539,1
2.3888001358332813,11.079999999999808,0.0757714436482852,1
2.294103073225284,10.54999999999982,0.0591481810772151,1
2.340355245288817,10.779999999999816,0.0652839025060103,1
2.157262254475849,10.01999999999983,0.0491546958381493,1
2.1902529948159244,10.139999999999828,0.0510208986185617,1
2.2233142923127347,10.259999999999826,0.0530707294188424,1
2.25031799909702,10.369999999999823,0.0552125167225183,1
2.306346492161543,10.609999999999818,0.0606352166660235,1
2.2054895671519263,10.189999999999827,0.051811199962711,1
2.1537848605931447,10.009999999999833,0.0490295672526262,1
2.2758803063067186,10.46999999999982,0.0573026724742601,1
2.390670377664126,10.99999999999981,0.0697234510061311,1
1.1863348471128274,10.07999999999983,0.3344490989877937,1
2.4016598995387284,11.669999999999796,0.1102040317200099,1
2.209442588182883,10.189999999999827,0.0504035941324456,1
2.4115714688788947,11.149999999999809,0.0753505708077842,1
2.315919055199773,10.619999999999818,0.0588696686026411,1
2.362611740515761,10.839999999999812,0.0646481581656703,1
2.1779320066180587,10.07999999999983,0.0487576750880648,1
2.211178917638516,10.199999999999829,0.0505924872943258,1
2.244509972345153,10.319999999999824,0.0526090655108098,1
2.271743378004531,10.429999999999822,0.0547182998361426,1
2.3282759882027384,10.669999999999815,0.0600626864263808,1
2.226538225599244,10.259999999999826,0.0516113166614196,1
2.1744283999962053,10.06999999999983,0.0486350319692088,1
2.2975309134387274,10.53999999999982,0.0570425505804738,1
2.41284847121272,11.069999999999808,0.0694096678075579,1
1.198808754783505,10.139999999999828,0.3337546312012408,1
2.424166110270344,11.739999999999794,0.1096837924932773,1
2.2300861309283166,10.259999999999826,0.0502537946175116,1
2.433957241679853,11.219999999999803,0.0749997817772345,1
2.337423012642037,10.679999999999817,0.0583672167267494,1
2.3845280445973103,10.909999999999812,0.0643707917442168,1
2.1983424408671945,10.149999999999828,0.0486274046938896,1
2.2318356103663737,10.259999999999826,0.0502047557447771,1
2.26542495037339,10.389999999999825,0.0524356311314217,1
2.292877343965336,10.48999999999982,0.054270901903665,1
2.349886786142463,10.739999999999815,0.0598213574143884,1
2.247312573156909,10.319999999999824,0.0512085845025572,1
2.194813585531516,10.129999999999828,0.0482782241198444,1
2.31887863293492,10.599999999999818,0.0565639475690777,1
2.434647967182478,11.129999999999807,0.0688398178474342,1
1.210893213724317,10.199999999999829,0.3335601455607899,1
2.4461722367837613,11.799999999999793,0.108766511341273,1
2.2504446874420125,10.319999999999824,0.0499059628173933,1
2.4559418453984905,11.279999999999804,0.0743746873529195,1
2.358598756047223,10.749999999999815,0.0581849110469749,1
2.406088104171151,10.96999999999981,0.0638533511544614,1
2.2184772052502404,10.209999999999829,0.0483034271456836,1
2.2522067653433524,10.329999999999824,0.0500908964261981,1
2.286042952649211,10.449999999999822,0.0520580792523294,1
2.3137036492664227,10.55999999999982,0.0541201554456861,1
2.371162721395329,10.799999999999814,0.0593540562073681,1
2.267796318624689,10.379999999999823,0.0508472951454019,1
2.2149240596502078,10.189999999999827,0.0479585884707343,1
2.3399072467384747,10.659999999999815,0.0561345448977487,1
2.4560547604804923,11.199999999999806,0.0686504187805249,1
1.2225881798691116,10.249999999999826,0.3316600641860992,1
2.4676675451998635,11.869999999999791,0.1084855700163346,1
2.270503434382389,10.379999999999823,0.0495974755949591,1
2.477511519227931,11.349999999999802,0.0741635574798079,1
2.379431699074389,10.809999999999814,0.0577822531745209,1
2.427277557865904,11.02999999999981,0.0633949302991857,1
2.238321413863376,10.269999999999824,0.0480164704049737,1
2.272277562488112,10.389999999999825,0.0497803432967255,1
2.3063492209116574,10.50999999999982,0.0517229362328816,1
2.334207590023062,10.619999999999818,0.0537612641744961,1
2.392089252871465,10.859999999999811,0.0589394318951266,1
2.2879746703845267,10.439999999999822,0.0505267178266208,1
2.234744928943866,10.249999999999826,0.0476755543589504,1
2.360602112977832,10.729999999999816,0.0560113004065135,1
2.4770564832693904,11.259999999999804,0.0682081518710811,1
1.2338951190767824,10.299999999999825,0.3302567841443781,1
2.4886434446116352,11.92999999999979,0.1078105101102185,1
2.2902490241499227,10.439999999999822,0.0493276545659634,1
2.4986543137627204,11.4099999999998,0.0736813650784759,1
2.399908839120097,10.869999999999813,0.0574294733228546,1
2.4480837109811,11.089999999999808,0.0629941193475012,1
2.257861638472965,10.329999999999824,0.0477659434608353,1
2.2920346586097566,10.439999999999822,0.0492789238980658,1
2.3263304992583604,10.56999999999982,0.0514294103559739,1
2.3543759908708446,10.679999999999817,0.0534467676882282,1
2.4126534421897525,10.919999999999812,0.0585763134588301,1
2.3078343246208206,10.49999999999982,0.0502461230452336,1
2.2542627559740467,10.309999999999825,0.0474285449716948,1
2.380950148338146,10.789999999999814,0.0556749483667703,1
2.497642463097612,11.319999999999805,0.0678290686292832,1
1.244816869255812,10.349999999999824,0.329328085764428,1
2.509093397061068,11.989999999999789,0.1072537513838153,1
2.3096695631293085,10.49999999999982,0.0490958282739235,1
2.5193600427970124,11.4699999999998,0.0732697505943088,1
2.420018726885602,10.929999999999811,0.0571254943896619,1
2.468495498995556,11.149999999999809,0.0626495573799316,1
2.2770858887742147,10.379999999999823,0.0473301903775707,1
2.311466165533716,10.49999999999982,0.0490471786638799,1
2.3459750099351915,10.629999999999818,0.0511767227125243,1
2.374197178644588,10.739999999999815,0.05317578707481,1
2.432843921879824,10.97999999999981,0.0582635640530511,1
2.3273634424013885,10.55999999999982,0.050004790867657,1
2.2734655397501364,10.369999999999823,0.0472169853909802,1
2.400939799493235,10.839999999999812,0.0551314222926429,1
2.5178036711848297,11.379999999999802,0.0675116134427499,1
1.2553575021729653,10.399999999999824,0.3288544395071314,1
2.52901281753272,12.049999999999788,0.1068116420938989,1
2.3287545800130345,10.54999999999982,0.0486755879811454,1
2.5396202252949167,11.5299999999998,0.0729268864567661,1
2.4397514263050497,10.97999999999981,0.0566100006660926,1
2.488503441429605,11.209999999999804,0.0623599393311825,1
2.2959835825861816,10.439999999999822,0.0471521703863056,1
2.3305616183312923,10.55999999999982,0.0488527587767997,1
2.365272419379836,10.679999999999817,0.0507299297518852,1
2.393660946358625,10.789999999999814,0.0527049547686683,1
2.4526508539498377,11.039999999999807,0.058000088133852,1
2.3465516169118183,10.609999999999818,0.0495726569382367,1
2.292342686120961,10.429999999999822,0.0470403095158543,1
2.4205610048412285,10.899999999999812,0.0548888168492969,1
2.537532662408934,11.4299999999998,0.0669497504725949,1
1.2655221872395792,10.449999999999822,0.3288187847641461,1
2.5483989660292234,12.109999999999786,0.1064807974884142,1
2.347494985547799,10.609999999999818,0.0485190720551909,1
2.5594280188947507,11.579999999999798,0.0723217781652152,1
2.459098466213123,11.039999999999807,0.0564021345442932,1
2.5080995874195917,11.269999999999804,0.0621240215215454,1
2.314545507277136,10.48999999999982,0.0467912704495136,1
2.349311934931999,10.609999999999818,0.048470872750208,1
2.384213795758286,10.739999999999815,0.0505580296856882,1
2.4127585088151124,10.849999999999811,0.0525199193033541,1
2.472065880163488,11.099999999999808,0.0577848372645744,1
2.365389832189454,10.669999999999815,0.0494090758916636,1
2.310884969381687,10.47999999999982,0.0466809768759027,1
2.439805147971039,10.95999999999981,0.054690547419018,1
2.9411818103330973,13.78999999999975,0.0539751237173919,1
2.3275838806152604,15.14999999999972,0.2348967488207617,1
3.170072386134627,14.929999999999726,0.0772233409297399,1
2.660354743476956,12.84999999999977,0.045045746013394,1
2.993075873431347,13.989999999999746,0.0568363749539337,1
2.8070135322063448,13.29999999999976,0.0483200328547957,1
2.885177618185157,13.579999999999757,0.0513263673467225,1
2.6219488233315023,12.739999999999773,0.044520780568787,1
2.6625245786642986,12.85999999999977,0.0451386547261478,1
2.705382857610793,12.979999999999768,0.0457834985088921,1
2.742323680140136,13.099999999999763,0.0466931765043354,1
2.826479882100468,13.36999999999976,0.0490288463412885,1
2.681980821474188,12.90999999999977,0.0453466261969595,1
2.6177868136154583,12.729999999999771,0.0444994923787281,1
2.779253966681405,13.209999999999765,0.0475205649957969,1
2.556823508420043,11.4899999999998,0.0667528039271721,1
1.2753170588783356,10.48999999999982,0.3270868946343131,1
2.567250833681147,12.159999999999783,0.1057648551309444,1
2.36588302493652,10.659999999999815,0.0481761293956618,1
2.578778146581787,11.639999999999796,0.0721130465968784,1
2.478052785019932,11.089999999999808,0.0559847228270453,1
