Mass,Radius,Pressure,Type
0.009195195695683084,1.8600000000000014,1.5,1
0.010146750398164652,1.9200000000000015,1.6,1
0.011126330710241376,1.9800000000000015,1.7000000000000002,1
0.012132775777374634,2.0400000000000005,1.8000000000000003,1
0.013165019874715439,2.0899999999999994,1.9000000000000004,1
0.014222079625810524,2.149999999999998,2.0000000000000004,1
0.015303043564360854,2.199999999999997,2.1000000000000005,1
0.016407063445424468,2.249999999999996,2.2000000000000006,1
0.017533347027647698,2.299999999999995,2.3000000000000007,1
0.018681151929278408,2.349999999999994,2.400000000000001,1
0.019849780453066804,2.399999999999993,2.500000000000001,1
0.021038575110996487,2.439999999999992,2.600000000000001,1
0.022246914792596384,2.489999999999991,2.700000000000001,1
0.023474211411911444,2.52999999999999,2.800000000000001,1
0.024719907088221672,2.579999999999989,2.9000000000000012,1
0.025983471227981735,2.619999999999988,3.0000000000000013,1
0.027264398794690933,2.6599999999999873,3.1000000000000014,1
0.028562207962790537,2.709999999999986,3.2000000000000015,1
0.02987643842021842,2.7499999999999853,3.3000000000000016,1
0.031206649784332793,2.7899999999999845,3.4000000000000017,1
0.03255242016070233,2.8299999999999836,3.5000000000000018,1
0.03391334487594935,2.859999999999983,3.600000000000002,1
0.03528903531039026,2.899999999999982,3.700000000000002,1
0.0366791178561223,2.9399999999999813,3.800000000000002,1
0.038083232956124875,2.9799999999999804,3.900000000000002,1
0.03950103423419536,3.00999999999998,4.000000000000002,1
0.040932187725948393,3.049999999999979,4.100000000000002,1
0.04237637111526472,3.0799999999999783,4.200000000000003,1
0.04383327310327027,3.1199999999999775,4.3000000000000025,1
0.04530259278217913,3.149999999999977,4.400000000000002,1
0.04678403907291828,3.189999999999976,4.500000000000003,1
0.04827733020867191,3.2199999999999753,4.600000000000003,1
0.0497821932513122,3.2499999999999747,4.700000000000003,1
0.05129836363907433,3.279999999999974,4.8000000000000025,1
0.052825584789292584,3.319999999999973,4.900000000000003,1
0.0543636076991264,3.3499999999999726,5.0,1
0.07028792425263661,3.649999999999966,6.0,1
0.0870635554544417,3.9099999999999606,7.0,1
0.10452683885675729,4.159999999999956,8.0,1
0.12254652436264289,4.379999999999951,9.0,1
0.14101504744930182,4.589999999999947,10.0,1
0.15984283391558407,4.7799999999999425,11.0,1
0.17895437971758463,4.959999999999939,12.0,1
0.19828543902602566,5.129999999999935,13.0,1
0.21778094051286906,5.289999999999932,14.0,1
0.23739339515387922,5.4399999999999284,15.0,1
0.25708166632859847,5.589999999999925,16.0,1
0.276809985203563,5.7199999999999225,17.0,1
0.2965471614644083,5.84999999999992,18.0,1
0.31626593796545205,5.979999999999917,19.0,1
0.33594245745314566,6.099999999999914,20.0,1
0.35555581760420574,6.209999999999912,21.0,1
0.3750876962749893,6.31999999999991,22.0,1
0.39452203353538956,6.419999999999908,23.0,1
0.4138447600154929,6.519999999999905,24.0,1
0.43304356341416844,6.619999999999903,25.0,1
0.45210768661264333,6.709999999999901,26.0,1
0.4710277524450492,6.7999999999998995,27.0,1
0.4897956108031329,6.8899999999998975,28.0,1
0.5084042046875565,6.969999999999896,29.0,1
0.5268474525281684,7.049999999999894,30.0,1
0.5451201443894435,7.129999999999892,31.0,1
0.5632178501924464,7.199999999999891,32.0,1
0.5811368382928185,7.269999999999889,33.0,1
0.5988740031321953,7.339999999999888,34.0,1
0.6164268007586846,7.4099999999998865,35.0,1
0.6337931912089071,7.479999999999885,36.0,1
0.6509715870437418,7.539999999999884,37.0,1
0.6679608071940553,7.599999999999882,38.0,1
0.6847600355041876,7.659999999999881,39.0,1
0.7013687834966811,7.71999999999988,40.0,1
0.7177868568322203,7.779999999999879,41.0,1
0.7340143251281949,7.8299999999998775,42.0,1
0.7500514946442701,7.889999999999876,43.0,1
0.7658988837023466,7.939999999999875,44.0,1
0.7815572003812297,7.989999999999874,45.0,1
0.797027322395133,8.039999999999873,46.0,1
0.8123102788356122,8.079999999999872,47.0,1
0.8274072336386534,8.129999999999871,48.0,1
0.8423194705858048,8.17999999999987,49.0,1
0.8570483797159594,8.21999999999987,50.0,1
0.8715954449502977,8.259999999999868,51.0,1
0.8859622328997244,8.299999999999867,52.0,1
0.9001503826686977,8.339999999999867,53.0,1
0.9141615966188208,8.379999999999866,54.0,1
0.9279976319371324,8.419999999999865,55.0,1
0.9416602930000285,8.459999999999864,56.0,1
0.9551514244359508,8.499999999999863,57.0,1
0.9684729047865295,8.529999999999863,58.0,1
0.9816266408084481,8.569999999999862,59.0,1
0.9946145622218986,8.599999999999861,60.0,1
1.0074386170038883,8.62999999999986,61.0,1
1.020100767077687,8.66999999999986,62.0,1
1.0326029844150475,8.699999999999859,63.0,1
1.044947247504004,8.729999999999858,64.0,1
1.0571355381398437,8.759999999999858,65.0,1
1.069169838527027,8.789999999999857,66.0,1
1.081052128648113,8.819999999999856,67.0,1
1.0927843839035165,8.849999999999856,68.0,1
1.1043685729495571,8.869999999999855,69.0,1
1.1158066558041946,8.899999999999855,70.0,1
1.1271005820796405,8.929999999999854,71.0,1
1.1382522894557887,8.949999999999854,72.0,1
1.1492637022460512,8.979999999999853,73.0,1
1.1601367358002792,8.999999999999853,74.0,1
1.1708732730706508,9.029999999999852,75.0,1
1.1814751969170714,9.049999999999851,76.0,1
1.1919443671455818,9.069999999999851,77.0,1
1.2022826252626562,9.09999999999985,78.0,1
1.2124917937793274,9.11999999999985,79.0,1
1.2225736756287287,9.13999999999985,80.0,1
1.232530053692143,9.15999999999985,81.0,1
1.2423626903317584,9.179999999999849,82.0,1
1.2520733270518862,9.199999999999848,83.0,1
1.2616636841982616,9.219999999999848,84.0,1
1.2711354607067873,9.239999999999847,85.0,1
1.2804903339006737,9.259999999999847,86.0,1
1.2897299593699363,9.279999999999847,87.0,1
1.2988559708420329,9.299999999999846,88.0,1
1.307869980127701,9.319999999999846,89.0,1
1.3167735770753533,9.339999999999845,90.0,1
1.3255683296080623,9.349999999999845,91.0,1
1.3342557837037883,9.369999999999845,92.0,1
1.3428374635040328,9.389999999999844,93.0,1
1.3513148713470462,9.399999999999844,94.0,1
1.3596894879124475,9.419999999999844,95.0,1
1.367962772315473,9.429999999999843,96.0,1
1.3761361622564547,9.449999999999843,97.0,1
1.384211074176068,9.459999999999843,98.0,1
1.392188903424575,9.479999999999842,99.0,1
1.4000710244487933,9.489999999999842,100.0,1
1.407858790963829,9.509999999999842,101.0,1
1.4155535362005673,9.519999999999841,102.0,1
1.4231565730716411,9.539999999999841,103.0,1
1.4306691944211218,9.54999999999984,104.0,1
1.4380926732309776,9.55999999999984,105.0,1
1.4454282628795778,9.56999999999984,106.0,1
1.4526771973526271,9.58999999999984,107.0,1
1.4598406914996016,9.59999999999984,108.0,1
1.4669199412787666,9.60999999999984,109.0,1
1.4739161239989136,9.61999999999984,110.0,1
1.4808303985755962,9.639999999999839,111.0,1
1.487663905778228,9.649999999999839,112.0,1
1.4944177684952302,9.659999999999838,113.0,1
1.5010930919633978,9.669999999999838,114.0,1
1.507690964052195,9.679999999999838,115.0,1
1.514212455504702,9.689999999999838,116.0,1
1.5206586201850647,9.699999999999838,117.0,1
1.527030495335042,9.709999999999837,118.0,1
1.5333291018457345,9.719999999999837,119.0,1
1.53955544447128,9.729999999999837,120.0,1
1.5457105121175814,9.739999999999837,121.0,1
1.551795278070843,9.749999999999837,122.0,1
1.557810700232832,9.759999999999836,123.0,1
1.563757721397992,9.769999999999836,124.0,1
1.5696372694609049,9.779999999999836,125.0,1
1.5754502576783502,9.789999999999836,126.0,1
1.5811975848997704,9.799999999999836,127.0,1
1.5868801357973177,9.799999999999836,128.0,1
1.5924987811080586,9.809999999999835,129.0,1
1.5980543778530405,9.819999999999835,130.0,1
1.6035477695734015,9.829999999999835,131.0,1
1.6089797865484794,9.839999999999835,132.0,1
1.614351246014253,9.839999999999835,133.0,1
1.619662952389082,9.849999999999834,134.0,1
1.6249156974854295,9.859999999999834,135.0,1
1.6301102607189564,9.869999999999834,136.0,1
1.63524740932441,9.869999999999834,137.0,1
1.6403278985445513,9.879999999999834,138.0,1
1.6453524718620243,9.889999999999834,139.0,1
1.6503218611734554,9.889999999999834,140.0,1
1.6552367870025713,9.899999999999833,141.0,1
1.660097958670798,9.909999999999833,142.0,1
1.6649060745256792,9.909999999999833,143.0,1
1.669661822092576,9.919999999999833,144.0,1
1.674365878277426,9.929999999999833,145.0,1
1.679018909548875,9.929999999999833,146.0,1
1.6836215721038614,9.939999999999833,147.0,1
1.6881745120684264,9.939999999999833,148.0,1
1.6926783656346411,9.949999999999832,149.0,1
1.697133759268589,9.959999999999832,150.0,1
1.7015413098493806,9.959999999999832,151.0,1
1.705901624847024,9.969999999999832,152.0,1
1.7102153024763191,9.969999999999832,153.0,1
1.714482931865255,9.979999999999832,154.0,1
1.7187050932029238,9.979999999999832,155.0,1
1.7228823578875958,9.989999999999831,156.0,1
1.7270152886961376,9.989999999999831,157.0,1
1.7311044399158397,9.999999999999831,158.0,1
1.7351503574830554,9.999999999999831,159.0,1
1.7391535791560497,10.009999999999831,160.0,1
1.743114634621285,10.009999999999831,161.0,1
1.7470340456530642,10.01999999999983,162.0,1
1.7509123262294954,10.01999999999983,163.0,1
1.7547499826931356,10.01999999999983,164.0,1
1.7585475138537903,10.02999999999983,165.0,1
1.7623054111306158,10.02999999999983,166.0,1
1.7660241586751908,10.03999999999983,167.0,1
1.7697042334921032,10.03999999999983,168.0,1
1.7733461055682527,10.04999999999983,169.0,1
1.7769502379807205,10.04999999999983,170.0,1
1.7805170870209481,10.04999999999983,171.0,1
1.784047102308572,10.05999999999983,172.0,1
1.7875407269036534,10.05999999999983,173.0,1
1.79099839740811,10.05999999999983,174.0,1
