# model: HHJ_2 
Mass Radius Pressure 
2.10232418e+00 1.05450000e+01 2.62256993e-13
2.10277778e+00 1.05436134e+01 1.74888439e-14
2.10322933e+00 1.05420000e+01 2.46828850e-13
2.10367885e+00 1.05407116e+01 8.68412796e-16
2.10412634e+00 1.05390000e+01 2.40254109e-13
2.10457181e+00 1.05377138e+01 2.82987282e-15
2.10501528e+00 1.05360000e+01 2.42327338e-13
2.10545675e+00 1.05346910e+01 2.70396144e-16
2.10589624e+00 1.05330000e+01 2.53321912e-13
2.10633376e+00 1.05316095e+01 1.88488145e-14
2.10676930e+00 1.05300000e+01 1.80958392e-13
2.10720290e+00 1.05285974e+01 2.62296049e-15
2.10763455e+00 1.05270000e+01 2.12719391e-13
2.10806426e+00 1.05259250e+01 2.43825856e-14
2.10849205e+00 1.05240000e+01 2.61360814e-13
2.10891792e+00 1.05229487e+01 2.82746711e-14
2.10934188e+00 1.05210000e+01 3.30796183e-13
2.10976395e+00 1.05199197e+01 2.39090490e-14
2.11018413e+00 1.05180000e+01 4.27771533e-13
2.11060244e+00 1.05169390e+01 2.70024865e-14
2.11101887e+00 1.05150000e+01 5.62052456e-13
2.11143345e+00 1.05140000e+01 1.98632328e-14
2.11184618e+00 1.05126876e+01 5.12647257e-17
2.11225706e+00 1.05110000e+01 6.00904704e-14
2.11266612e+00 1.05095435e+01 1.96350348e-14
2.11307335e+00 1.05080000e+01 1.16260240e-13
2.11347877e+00 1.05066001e+01 1.49260481e-14
2.11388238e+00 1.05050000e+01 1.51628815e-13
2.11428420e+00 1.05039088e+01 2.31288103e-14
2.11468424e+00 1.05020000e+01 2.73476743e-13
2.11508250e+00 1.05008982e+01 2.18400117e-14
2.11547898e+00 1.04990000e+01 4.68121164e-13
2.11587371e+00 1.04980000e+01 6.29125881e-15
2.11626669e+00 1.04966076e+01 6.90711521e-16
2.11665792e+00 1.04950000e+01 6.81137110e-14
2.11704742e+00 1.04936885e+01 7.14293687e-17
2.11743519e+00 1.04920000e+01 1.30334777e-13
2.11782125e+00 1.04908510e+01 1.69756539e-14
2.11820559e+00 1.04890000e+01 2.95970179e-13
2.11858824e+00 1.04878989e+01 2.25030077e-14
2.11896919e+00 1.04860000e+01 5.89044575e-13
2.11934846e+00 1.04850000e+01 3.51393068e-14
2.11972605e+00 1.04835813e+01 1.78896145e-15
2.12010198e+00 1.04820000e+01 2.23959821e-13
2.12047625e+00 1.04808381e+01 1.61565407e-14
2.12084886e+00 1.04790000e+01 3.05709200e-13
2.12121983e+00 1.04780000e+01 2.99895948e-14
2.12158916e+00 1.04765737e+01 7.88303345e-15
2.12195687e+00 1.04750000e+01 5.91844818e-14
2.12232295e+00 1.04736112e+01 2.03573533e-14
2.12268743e+00 1.04720000e+01 1.81659298e-13
2.12305030e+00 1.04708598e+01 1.85208878e-14
2.12341157e+00 1.04690000e+01 5.10102670e-13
2.12377125e+00 1.04680000e+01 1.89516677e-14
2.12412935e+00 1.04665746e+01 7.17360305e-15
2.12448588e+00 1.04650000e+01 1.39665678e-13
2.12484084e+00 1.04638419e+01 1.70180173e-14
2.12519424e+00 1.04620000e+01 4.65828623e-13
2.12554609e+00 1.04610000e+01 1.24432105e-14
2.12589639e+00 1.04596997e+01 8.43938522e-16
2.12624516e+00 1.04580000e+01 1.47500679e-13
2.12659239e+00 1.04568422e+01 1.72665372e-14
2.12693811e+00 1.04550000e+01 5.33032367e-13
2.12728231e+00 1.04540000e+01 3.06563538e-14
2.12762500e+00 1.04528066e+01 9.81567309e-16
2.12796619e+00 1.04510000e+01 2.12360722e-13
2.12830588e+00 1.04500000e+01 7.74861041e-14
2.12864409e+00 1.04485726e+01 9.69139017e-15
2.12898082e+00 1.04470000e+01 1.71882259e-13
2.12931607e+00 1.04458330e+01 3.78890739e-16
2.12964986e+00 1.04440000e+01 3.81738216e-13
2.12998219e+00 1.04430000e+01 1.89673513e-15
2.13031306e+00 1.04417053e+01 3.14587598e-15
2.13064249e+00 1.04400000e+01 1.82068018e-13
2.13097048e+00 1.04390000e+01 6.94219514e-14
2.13129704e+00 1.04375718e+01 1.09833441e-14
2.13162217e+00 1.04360000e+01 8.07597019e-14
2.13194588e+00 1.04348351e+01 3.66586851e-16
2.13226818e+00 1.04330000e+01 4.96859522e-13
2.13258908e+00 1.04320000e+01 8.89955534e-14
2.13290857e+00 1.04307938e+01 1.50500992e-15
2.13322667e+00 1.04290000e+01 3.23351716e-13
2.13354339e+00 1.04279776e+01 9.87474950e-15
2.13385872e+00 1.04267610e+01 3.30571707e-15
2.13417268e+00 1.04250000e+01 2.18173957e-13
2.13448527e+00 1.04240000e+01 9.27679992e-14
2.13479650e+00 1.04225866e+01 4.70749507e-16
2.13510638e+00 1.04210000e+01 1.55980038e-13
2.13541490e+00 1.04200000e+01 6.66604119e-14
2.13572208e+00 1.04185961e+01 3.16541747e-16
2.13602793e+00 1.04170000e+01 1.23620758e-13
2.13633245e+00 1.04160000e+01 5.44535804e-14
2.13663564e+00 1.04145747e+01 8.04878456e-15
2.13693751e+00 1.04130000e+01 1.08761091e-13
2.13723807e+00 1.04120000e+01 5.03157600e-14
2.13753732e+00 1.04105786e+01 4.33205061e-15
2.13783527e+00 1.04090000e+01 1.06543581e-13
2.13813193e+00 1.04080000e+01 5.07823961e-14
2.13842730e+00 1.04065748e+01 8.05667496e-15
2.13872138e+00 1.04050000e+01 1.18152342e-13
2.13901419e+00 1.04040000e+01 5.60019905e-14
2.13930573e+00 1.04025566e+01 4.03903821e-16
2.13959600e+00 1.04010000e+01 1.45164160e-13
2.13988501e+00 1.04000000e+01 7.00102079e-14
2.14017276e+00 1.03985740e+01 2.45611947e-14
2.14045927e+00 1.03970000e+01 1.98350843e-13
2.14074453e+00 1.03960000e+01 8.60345863e-14
2.14102855e+00 1.03947243e+01 1.90909245e-16
2.14131135e+00 1.03930000e+01 2.90538327e-13
2.14159291e+00 1.03920000e+01 3.27213301e-14
2.14187326e+00 1.03907402e+01 5.67482841e-15
2.14215238e+00 1.03890000e+01 4.46127465e-13
2.14243030e+00 1.03880000e+01 1.13085332e-13
2.14270701e+00 1.03868542e+01 2.09574434e-14
2.14298253e+00 1.03855419e+01 1.67760031e-14
2.14325684e+00 1.03840000e+01 1.04651125e-13
2.14352997e+00 1.03830000e+01 5.68097381e-14
2.14380192e+00 1.03816094e+01 6.28405518e-15
2.14407268e+00 1.03800000e+01 2.31209840e-13
2.14434227e+00 1.03790000e+01 1.38391598e-14
2.14461070e+00 1.03777260e+01 1.31252158e-15
2.14487796e+00 1.03766128e+01 2.69217851e-18
2.14514406e+00 1.03750000e+01 5.36586156e-14
2.14540901e+00 1.03740000e+01 2.83550126e-14
2.14567281e+00 1.03725864e+01 8.86344870e-15
2.14593547e+00 1.03710000e+01 1.87302117e-13
2.14619699e+00 1.03700000e+01 3.28573950e-15
2.14645738e+00 1.03686212e+01 1.03087908e-14
2.14671664e+00 1.03676139e+01 8.76885458e-17
2.14697477e+00 1.03660000e+01 6.23181379e-14
2.14723179e+00 1.03650000e+01 3.44683417e-14
2.14748769e+00 1.03635962e+01 6.21775977e-15
2.14774249e+00 1.03620000e+01 2.60236978e-13
2.14799618e+00 1.03610000e+01 5.29020268e-14
2.14824877e+00 1.03598561e+01 2.12725574e-16
2.14850027e+00 1.03585697e+01 1.48830294e-16
2.14875068e+00 1.03570000e+01 1.44353927e-13
2.14900000e+00 1.03559748e+01 1.18459191e-14
2.14924825e+00 1.03546122e+01 7.15385648e-15
2.14949541e+00 1.03535420e+01 7.21341223e-15
2.14974151e+00 1.03520000e+01 8.78263855e-14
2.14998654e+00 1.03510000e+01 4.01660514e-14
2.15023051e+00 1.03495993e+01 4.91322656e-15
2.15047342e+00 1.03485795e+01 9.64534650e-16
2.15071528e+00 1.03470000e+01 6.13507503e-14
2.15095609e+00 1.03460000e+01 2.50905858e-14
2.15119586e+00 1.03445910e+01 9.49809953e-15
2.15143459e+00 1.03435687e+01 1.34444429e-16
2.15167228e+00 1.03420000e+01 5.51607391e-14
2.15190894e+00 1.03410000e+01 1.99833602e-14
2.15214458e+00 1.03395875e+01 1.20701557e-14
2.15237920e+00 1.03385745e+01 5.79357043e-16
2.15261280e+00 1.03370000e+01 6.52781480e-14
2.15284538e+00 1.03360000e+01 2.37062563e-14
2.15307696e+00 1.03345897e+01 1.05685691e-14
2.15330753e+00 1.03330000e+01 6.91916497e-13
2.15353710e+00 1.03320000e+01 9.81142198e-14
2.15376568e+00 1.03310000e+01 1.14665984e-13
2.15399326e+00 1.03295977e+01 5.90317258e-15
2.15421986e+00 1.03282175e+01 9.25340514e-14
2.15444547e+00 1.03270000e+01 1.49609057e-13
2.15467010e+00 1.03260000e+01 1.57590080e-14
2.15489376e+00 1.03249275e+01 3.63748721e-14
2.15511645e+00 1.03235761e+01 2.20920204e-14
2.15533817e+00 1.03220000e+01 3.04614500e-13
2.15555893e+00 1.03210000e+01 2.40807471e-13
2.15577873e+00 1.03200000e+01 4.49053808e-15
2.15599757e+00 1.03186045e+01 2.78437274e-15
2.15621547e+00 1.03170000e+01 8.73904248e-13
2.15643241e+00 1.03160000e+01 1.24249547e-13
2.15664841e+00 1.03150000e+01 6.90970614e-15
2.15686348e+00 1.03139180e+01 3.49836731e-14
2.15707761e+00 1.03125811e+01 1.56085469e-14
2.15729080e+00 1.03110000e+01 9.95013261e-13
2.15750307e+00 1.03100000e+01 6.64276621e-14
2.15771442e+00 1.03089623e+01 1.19325537e-14
2.15792485e+00 1.03078964e+01 3.09355582e-14
2.15813436e+00 1.03065919e+01 6.25835423e-15
2.15834296e+00 1.03050000e+01 2.74433638e-13
2.15855065e+00 1.03040000e+01 3.02710577e-13
2.15875743e+00 1.03030000e+01 7.28238581e-14
2.15896331e+00 1.03018847e+01 2.91013280e-14
2.15916830e+00 1.03005977e+01 4.01542321e-15
2.15937239e+00 1.02990000e+01 2.56441428e-13
2.15957560e+00 1.02980000e+01 2.10041916e-13
2.15977791e+00 1.02970000e+01 1.10639719e-13
2.15997935e+00 1.02958816e+01 2.88662915e-14
2.16017990e+00 1.02945996e+01 3.74843227e-15
2.16037958e+00 1.02930000e+01 3.06749395e-13
2.16057839e+00 1.02920000e+01 3.27508658e-13
2.16077633e+00 1.02909598e+01 1.22322507e-14
2.16097341e+00 1.02898883e+01 3.03644245e-14
2.16116962e+00 1.02885974e+01 4.18198283e-15
2.16136498e+00 1.02870000e+01 6.19683179e-13
2.16155948e+00 1.02860000e+01 1.05178800e-13
2.16175313e+00 1.02850000e+01 1.01992032e-13
2.16194593e+00 1.02839102e+01 3.51199014e-14
2.16213789e+00 1.02827268e+01 3.89658793e-16
2.16232901e+00 1.02816113e+01 2.79466899e-14
2.16251929e+00 1.02800000e+01 2.61083134e-13
2.16270874e+00 1.02790000e+01 3.11949417e-13
2.16289736e+00 1.02779576e+01 1.23878727e-14
2.16308515e+00 1.02768834e+01 3.01505942e-14
2.16327212e+00 1.02755738e+01 2.82301995e-14
2.16345826e+00 1.02745943e+01 4.39022337e-15
2.16364359e+00 1.02730000e+01 2.02199597e-13
2.16382811e+00 1.02720000e+01 2.55284185e-13
2.16401181e+00 1.02710000e+01 1.17674084e-13
2.16419471e+00 1.02698739e+01 2.88115234e-14
2.16437681e+00 1.02685765e+01 2.37913748e-14
2.16455810e+00 1.02675671e+01 2.49162630e-14
2.16473859e+00 1.02660000e+01 2.24651797e-13
2.16491830e+00 1.02650000e+01 2.99539932e-13
2.16509721e+00 1.02640000e+01 2.39228103e-14
2.16527533e+00 1.02628812e+01 3.04526436e-14
2.16545266e+00 1.02618712e+01 3.01748796e-16
2.16562922e+00 1.02607174e+01 1.60919348e-15
2.16580499e+00 1.02590000e+01 4.70965895e-13
2.16597999e+00 1.02580000e+01 1.03236446e-13
2.16615422e+00 1.02570000e+01 1.00520183e-13
2.16632768e+00 1.02560000e+01 8.20002151e-14
2.16650037e+00 1.02548919e+01 1.11682086e-16
2.16667230e+00 1.02535849e+01 1.28461007e-14
2.16684347e+00 1.02526878e+01 2.70432329e-15
2.16701388e+00 1.02510000e+01 3.16615075e-13
2.16718353e+00 1.02500000e+01 6.77198054e-14
2.16735244e+00 1.02490000e+01 6.62679843e-14
2.16752059e+00 1.02480000e+01 7.51162632e-14
2.16768800e+00 1.02468842e+01 2.07944147e-16
2.16785467e+00 1.02455830e+01 1.52229457e-14
2.16802060e+00 1.02446094e+01 2.35137601e-14
2.16818579e+00 1.02430000e+01 4.63463136e-13
2.16835024e+00 1.02420000e+01 1.13827601e-13
2.16851397e+00 1.02410000e+01 1.91000539e-13
2.16867697e+00 1.02399969e+01 5.89095811e-16
2.16883924e+00 1.02389026e+01 9.64099957e-17
2.16900079e+00 1.02378526e+01 6.78922990e-16
2.16916162e+00 1.02366039e+01 1.02524603e-14
2.16932173e+00 1.02355729e+01 1.44548842e-14
2.16948113e+00 1.02340000e+01 3.20403055e-13
2.16963981e+00 1.02330000e+01 8.59163739e-14
2.16979779e+00 1.02320000e+01 1.11978475e-13
2.16995506e+00 1.02309904e+01 5.47976896e-16
2.17011163e+00 1.02299732e+01 3.16127301e-16
2.17026750e+00 1.02288481e+01 8.02180572e-16
2.17042267e+00 1.02275971e+01 4.78466181e-15
2.17057715e+00 1.02265461e+01 3.11298514e-14
2.17073093e+00 1.02250000e+01 5.48936331e-13
2.17088403e+00 1.02240000e+01 1.51069046e-13
2.17103643e+00 1.02230000e+01 4.07994958e-13
2.17118816e+00 1.02220000e+01 4.05411796e-14
2.17133920e+00 1.02209592e+01 2.35502843e-16
2.17148956e+00 1.02198337e+01 1.17614029e-15
2.17163924e+00 1.02188331e+01 1.19579202e-15
2.17178825e+00 1.02176022e+01 5.73206102e-15
2.17193659e+00 1.02165842e+01 2.65897620e-15
2.17208426e+00 1.02150000e+01 6.47245396e-13
2.17223127e+00 1.02140000e+01 1.93404388e-13
2.17237761e+00 1.02130000e+01 6.95590583e-14
2.17252329e+00 1.02120000e+01 1.69478823e-13
2.17266831e+00 1.02110000e+01 1.53501347e-13
2.17281268e+00 1.02099283e+01 1.55637580e-16
2.17295639e+00 1.02088097e+01 2.03638381e-15
2.17309945e+00 1.02078180e+01 1.72292625e-15
2.17324186e+00 1.02066068e+01 1.79647098e-14
2.17338363e+00 1.02056890e+01 2.02940761e-15
2.17352475e+00 1.02045741e+01 1.38014383e-14
2.17366523e+00 1.02030000e+01 3.71618834e-13
2.17380507e+00 1.02020000e+01 1.21845414e-13
2.17394428e+00 1.02010000e+01 4.15561710e-13
2.17408285e+00 1.02000000e+01 6.56015943e-14
2.17422079e+00 1.01990000e+01 1.35422997e-13
2.17435810e+00 1.01979253e+01 2.11044877e-16
2.17449478e+00 1.01968182e+01 1.77550318e-15
2.17463084e+00 1.01957960e+01 1.14063795e-17
2.17476628e+00 1.01947853e+01 3.44926121e-15
2.17490109e+00 1.01936174e+01 2.97718743e-14
2.17503529e+00 1.01926023e+01 1.71783504e-14
2.17516888e+00 1.01915828e+01 3.04781607e-15
2.17530185e+00 1.01900000e+01 3.94010411e-13
2.17543421e+00 1.01890000e+01 1.42996035e-13
2.17556596e+00 1.01880000e+01 6.04802747e-14
2.17569711e+00 1.01870000e+01 1.95656420e-13
2.17582765e+00 1.01860000e+01 3.04941987e-14
2.17595760e+00 1.01850000e+01 1.17872163e-13
2.17608694e+00 1.01839228e+01 2.78397056e-16
2.17621568e+00 1.01828303e+01 1.45201956e-15
2.17634383e+00 1.01817641e+01 5.40951535e-15
2.17647139e+00 1.01806170e+01 1.06806824e-14
2.17659836e+00 1.01797614e+01 5.73401851e-15
2.17672474e+00 1.01787192e+01 2.08525151e-15
2.17685053e+00 1.01775988e+01 4.73549903e-15
2.17697574e+00 1.01765786e+01 7.76191962e-15
2.17710037e+00 1.01755397e+01 2.45257359e-14
2.17722442e+00 1.01740000e+01 3.58958749e-13
2.17734789e+00 1.01730000e+01 1.48113183e-13
2.17747079e+00 1.01720000e+01 7.85175791e-14
2.17759311e+00 1.01710000e+01 4.25177576e-13
2.17771486e+00 1.01700000e+01 1.61625913e-13
2.17783605e+00 1.01690000e+01 2.71982476e-14
2.17795666e+00 1.01679681e+01 3.31290585e-14
2.17807672e+00 1.01670000e+01 8.72070076e-14
2.17819621e+00 1.01659070e+01 3.88605738e-16
2.17831514e+00 1.01648658e+01 7.62509072e-16
2.17843351e+00 1.01637840e+01 3.81076404e-15
2.17855132e+00 1.01627997e+01 4.09857684e-17
2.17866858e+00 1.01616129e+01 9.46691983e-15
2.17878529e+00 1.01605890e+01 1.52831251e-14
2.17890144e+00 1.01597311e+01 3.94481444e-15
2.17901705e+00 1.01586118e+01 2.71651037e-14
2.17913212e+00 1.01576052e+01 2.64500348e-14
2.17924663e+00 1.01565788e+01 8.19950447e-15
2.17936061e+00 1.01555464e+01 2.79568105e-14
2.17947405e+00 1.01545422e+01 2.62143697e-14
2.17958694e+00 1.01535221e+01 2.07192200e-14
2.17969930e+00 1.01520000e+01 4.13493054e-13
2.17981113e+00 1.01510000e+01 2.77516498e-13
2.17992242e+00 1.01500000e+01 1.41467321e-13
2.18003319e+00 1.01490000e+01 9.82460183e-14
2.18014342e+00 1.01480000e+01 6.50332079e-14
2.18025313e+00 1.01470000e+01 4.22740341e-14
2.18036231e+00 1.01460000e+01 3.98151039e-13
2.18047098e+00 1.01450000e+01 3.54377658e-13
2.18057912e+00 1.01440000e+01 1.21902995e-13
2.18068674e+00 1.01430000e+01 7.15794566e-14
2.18079384e+00 1.01420000e+01 7.70701457e-15
2.18090043e+00 1.01409686e+01 3.63361491e-14
2.18100650e+00 1.01399594e+01 3.11960889e-14
2.18111206e+00 1.01390000e+01 9.79905943e-14
2.18121712e+00 1.01380000e+01 8.29396214e-14
2.18132166e+00 1.01370000e+01 6.12548715e-14
2.18142570e+00 1.01360000e+01 4.02350414e-14
2.18152923e+00 1.01348899e+01 6.29660008e-16
2.18163226e+00 1.01338749e+01 7.82666850e-16
2.18173479e+00 1.01328614e+01 9.84236498e-16
2.18183683e+00 1.01318484e+01 1.24179846e-15
2.18193836e+00 1.01308364e+01 1.55027036e-15
2.18203940e+00 1.01298248e+01 1.92193782e-15
2.18213995e+00 1.01287740e+01 4.99161963e-15
2.18224000e+00 1.01277619e+01 6.30582875e-15
2.18233956e+00 1.01267507e+01 7.85636144e-15
2.18243864e+00 1.01257567e+01 1.17984624e-15
2.18253723e+00 1.01247863e+01 1.68969207e-16
2.18263533e+00 1.01237311e+01 1.65641873e-15
2.18273295e+00 1.01227105e+01 4.65122939e-15
2.18283009e+00 1.01217612e+01 1.05087660e-16
2.18292675e+00 1.01206242e+01 1.55387651e-14
2.18302293e+00 1.01196227e+01 1.45739153e-14
2.18311864e+00 1.01186218e+01 1.40078630e-14
2.18321387e+00 1.01176215e+01 1.38080004e-14
2.18330863e+00 1.01166216e+01 1.38995954e-14
2.18340291e+00 1.01156223e+01 1.43301243e-14
2.18349673e+00 1.01146233e+01 1.50339402e-14
2.18359008e+00 1.01137550e+01 1.60728782e-17
2.18368296e+00 1.01127273e+01 1.15301614e-15
2.18377538e+00 1.01117300e+01 3.48533130e-16
2.18386733e+00 1.01107320e+01 3.38566357e-15
2.18395883e+00 1.01098010e+01 7.79477969e-18
2.18404986e+00 1.01087620e+01 1.85428640e-16
2.18414044e+00 1.01077552e+01 7.47131513e-15
2.18423056e+00 1.01068070e+01 2.83648271e-15
2.18432022e+00 1.01058169e+01 2.38180330e-15
2.18440943e+00 1.01048278e+01 1.96812029e-15
2.18449819e+00 1.01038397e+01 1.60813816e-15
2.18458650e+00 1.01028518e+01 1.32108130e-15
2.18467436e+00 1.01018651e+01 1.07879178e-15
2.18476177e+00 1.01010000e+01 9.79375215e-15
2.18484874e+00 1.01000000e+01 2.74675451e-14
2.18493527e+00 1.00990000e+01 4.62378848e-14
2.18502135e+00 1.00980000e+01 6.89776281e-14
2.18510699e+00 1.00970000e+01 2.51034380e-13
2.18519219e+00 1.00959510e+01 3.08053775e-14
2.18527696e+00 1.00949598e+01 3.59852935e-14
2.18536128e+00 1.00940000e+01 2.12237720e-14
2.18544518e+00 1.00930000e+01 4.69474264e-14
2.18552864e+00 1.00920000e+01 3.02775709e-13
2.18561167e+00 1.00910000e+01 3.46678911e-13
2.18569427e+00 1.00900000e+01 3.85448676e-13
2.18577644e+00 1.00890000e+01 7.86143935e-14
2.18585818e+00 1.00880000e+01 5.09258536e-14
2.18593950e+00 1.00870000e+01 7.83534671e-14
2.18602039e+00 1.00860000e+01 1.15811919e-13
2.18610086e+00 1.00850000e+01 2.69639120e-13
2.18618091e+00 1.00845746e+01 2.62816134e-15
2.18626054e+00 1.00836004e+01 7.56000084e-16
2.18633975e+00 1.00825018e+01 1.81554107e-14
2.18641854e+00 1.00812127e+01 1.08059287e-13
2.18649692e+00 1.00805886e+01 1.34766822e-15
2.18657488e+00 1.00796088e+01 2.96773912e-14
2.18665244e+00 1.00786800e+01 1.96985830e-15
2.18672958e+00 1.00776055e+01 1.40080983e-14
2.18680631e+00 1.00765880e+01 1.36670983e-14
2.18688263e+00 1.00756048e+01 4.53941985e-15
2.18695854e+00 1.00745968e+01 1.04997129e-14
2.18703405e+00 1.00736192e+01 1.31573686e-14
2.18710916e+00 1.00727882e+01 4.32017763e-15
2.18718386e+00 1.00718295e+01 2.11539234e-15
2.18725816e+00 1.00710000e+01 1.90789566e-15
2.18733206e+00 1.00700000e+01 4.87276519e-14
2.18740557e+00 1.00690000e+01 2.86264441e-13
2.18747867e+00 1.00680000e+01 1.47923540e-14
2.18755138e+00 1.00670000e+01 2.95078434e-13
2.18762370e+00 1.00660000e+01 3.85008561e-13
2.18769562e+00 1.00650000e+01 4.43380208e-14
2.18776715e+00 1.00640000e+01 9.43213957e-14
2.18783829e+00 1.00630000e+01 6.37338141e-13
2.18790904e+00 1.00625666e+01 1.51637277e-15
2.18797940e+00 1.00612062e+01 8.35582261e-14
2.18804937e+00 1.00605811e+01 7.31906216e-15
2.18811896e+00 1.00596132e+01 3.14237624e-14
2.18818817e+00 1.00586099e+01 3.19896966e-14
2.18825699e+00 1.00575842e+01 1.92286265e-14
2.18832543e+00 1.00565880e+01 1.93450547e-14
2.18839349e+00 1.00556211e+01 1.44713464e-14
2.18846118e+00 1.00548071e+01 3.22519090e-15
2.18852848e+00 1.00539930e+01 2.43141161e-15
2.18859541e+00 1.00530000e+01 2.09648750e-13
2.18866196e+00 1.00519666e+01 5.31818860e-14
2.18872815e+00 1.00510000e+01 2.82165313e-13
2.18879395e+00 1.00500000e+01 6.51151117e-14
2.18885939e+00 1.00490000e+01 6.68364512e-14
2.18892446e+00 1.00480000e+01 6.13941111e-13
2.18898915e+00 1.00470000e+01 9.23125399e-13
2.18905348e+00 1.00465957e+01 4.63625930e-16
2.18911745e+00 1.00455978e+01 4.01757965e-17
2.18918105e+00 1.00446158e+01 3.69096822e-14
2.18924428e+00 1.00435852e+01 1.81850422e-14
2.18930716e+00 1.00425956e+01 1.20994157e-14
2.18936967e+00 1.00417717e+01 6.22581831e-15
2.18943182e+00 1.00409751e+01 2.01131483e-15
2.18949361e+00 1.00400000e+01 1.93611260e-13
2.18955505e+00 1.00389670e+01 5.58391855e-14
2.18961613e+00 1.00380000e+01 3.19924573e-13
2.18967685e+00 1.00370000e+01 3.75714052e-14
2.18973722e+00 1.00360000e+01 4.42574315e-13
2.18979723e+00 1.00350000e+01 8.57132601e-13
2.18985690e+00 1.00345749e+01 1.74636914e-14
2.18991621e+00 1.00336000e+01 4.80227875e-15
2.18997517e+00 1.00326099e+01 3.16366243e-14
2.19003379e+00 1.00315729e+01 4.48239865e-14
2.19009206e+00 1.00307945e+01 8.49833689e-17
2.19014998e+00 1.00299570e+01 1.68059724e-15
2.19020756e+00 1.00290000e+01 1.73907776e-13
2.19026479e+00 1.00280000e+01 2.63706700e-15
2.19032169e+00 1.00270000e+01 3.43427003e-13
2.19037824e+00 1.00260000e+01 5.17792143e-14
2.19043445e+00 1.00250000e+01 6.39687932e-13
2.19049032e+00 1.00241987e+01 5.56189575e-14
2.19054585e+00 1.00235783e+01 1.18037243e-14
2.19060105e+00 1.00226188e+01 3.72085259e-14
2.19065591e+00 1.00215794e+01 2.94245857e-14
2.19071043e+00 1.00207339e+01 3.92904686e-15
2.19076462e+00 1.00199601e+01 1.84812807e-15
2.19081848e+00 1.00190000e+01 2.02470522e-13
2.19087201e+00 1.00180000e+01 2.02327221e-13
2.19092521e+00 1.00170000e+01 6.30399969e-14
2.19097808e+00 1.00160000e+01 3.73881749e-13
2.19103062e+00 1.00150000e+01 8.86170732e-13
2.19108283e+00 1.00145683e+01 3.51095391e-14
2.19113472e+00 1.00136774e+01 6.34078397e-15
2.19118629e+00 1.00125857e+01 1.84321854e-14
2.19123752e+00 1.00117325e+01 8.14853207e-16
2.19128844e+00 1.00109624e+01 1.99718786e-15
2.19133904e+00 1.00100000e+01 2.30188753e-13
2.19138931e+00 1.00090000e+01 2.45116804e-13
2.19143927e+00 1.00080000e+01 8.79713318e-14
2.19148890e+00 1.00070000e+01 6.17762700e-13
2.19153822e+00 1.00062008e+01 6.59280795e-14
2.19158722e+00 1.00055930e+01 2.28395403e-16
2.19163591e+00 1.00046041e+01 9.29369890e-15
2.19168428e+00 1.00035943e+01 1.42035141e-14
2.19173234e+00 1.00029436e+01 1.68086686e-15
2.19178009e+00 1.00020000e+01 1.98695094e-13
2.19182752e+00 1.00010000e+01 2.26214874e-13
2.19187465e+00 1.00000000e+01 8.79467400e-14
2.19192146e+00 9.99900001e+00 6.50592385e-13
2.19196797e+00 9.99854431e+00 4.29838310e-14
2.19201417e+00 9.99760368e+00 1.87629614e-14
2.19206007e+00 9.99659143e+00 1.14481879e-14
2.19210565e+00 9.99573291e+00 1.29837988e-15
2.19215094e+00 9.99497500e+00 2.55008640e-15
2.19219592e+00 9.99395477e+00 5.66215918e-14
2.19224060e+00 9.99300001e+00 3.66973388e-13
2.19228498e+00 9.99200001e+00 3.66384969e-13
2.19232905e+00 9.99100001e+00 9.96220499e-13
2.19237283e+00 9.99058028e+00 8.91989956e-15
2.19241631e+00 9.98960477e+00 1.33267637e-14
2.19245949e+00 9.98862005e+00 1.52357779e-14
2.19250238e+00 9.98796162e+00 2.22704171e-15
2.19254497e+00 9.98694928e+00 5.45206014e-14
2.19258727e+00 9.98600001e+00 3.56844765e-13
2.19262927e+00 9.98500001e+00 3.72514286e-13
2.19267098e+00 9.98419547e+00 4.50399969e-14
2.19271239e+00 9.98358939e+00 1.14179994e-15
2.19275352e+00 9.98259501e+00 7.98001175e-15
2.19279436e+00 9.98173318e+00 3.57828329e-15
2.19283491e+00 9.98100001e+00 1.88009112e-14
2.19287517e+00 9.98000001e+00 1.66006016e-13
2.19291514e+00 9.97900001e+00 8.02048330e-14
2.19295482e+00 9.97800001e+00 6.95263534e-13
2.19299423e+00 9.97757713e+00 1.21344503e-14
2.19303334e+00 9.97668089e+00 5.81510718e-15
2.19307218e+00 9.97557784e+00 3.63296966e-14
2.19311073e+00 9.97494672e+00 2.00067943e-15
2.19314900e+00 9.97394535e+00 5.46181124e-14
2.19318699e+00 9.97300001e+00 5.32880919e-14
2.19322470e+00 9.97200001e+00 5.50202505e-13
2.19326213e+00 9.97154224e+00 3.62442152e-14
2.19329928e+00 9.97061037e+00 3.46028502e-14
2.19333615e+00 9.96957083e+00 4.99661120e-14
2.19337275e+00 9.96893529e+00 1.83975097e-15
2.19340908e+00 9.96800001e+00 3.56237780e-13
2.19344513e+00 9.96700001e+00 5.23920767e-14
2.19348090e+00 9.96600001e+00 5.64392614e-13
2.19351641e+00 9.96554371e+00 3.98904571e-14
2.19355164e+00 9.96467517e+00 4.77383410e-15
2.19358660e+00 9.96360273e+00 1.01366858e-14
